video_id,loss,mse,mos,pred_score,rmse
dvgo_chair_C-F_51k_102k,2.5632117,6.624655,4.4889,0.1756135,2.5738404
dvgo_chair_F_2048k,4.943736,24.455242,8.211799999999998,0.082310334,4.9452243
dvgo_fortress_voxels_128,3.1974118,10.302072,5.2875000000000005,0.16418673,3.2096841
dvgo_fortress_voxels_64,2.0470486,4.2761426,2.4517,0.28133476,2.0678835
dvgo_horns_voxels_128,4.0004516,16.041254,6.4048,0.14234374,4.0051537
dvgo_horns_voxels_64,2.1919355,4.840371,3.5349,0.21611634,2.2000844
dvgo_hotdog_C-F_51k_102k,2.2474284,5.100757,4.818199999999999,0.13077632,2.2584856
dvgo_hotdog_F_2048k,4.566724,20.925743,7.923100000000001,0.07617204,4.574466
dvgo_materials_C-F_51k_102k,0.4481258,0.25908986,2.2821,0.18031998,0.5090087
dvgo_materials_F_2048k,2.3183045,5.488957,5.095300000000001,0.11644251,2.3428524
dvgo_mic_C-F_51k_102k,1.3342365,1.812819,3.0138,0.19272068,1.3464097
dvgo_mic_F_2048k,3.4624841,12.031092,6.6646,0.0868941,3.4685864
dvgo_room_voxels_128,2.6280744,6.965387,5.0625,0.14025319,2.6392019
dvgo_room_voxels_64,1.5576935,2.4800913,2.72,0.22867315,1.5748305
dvgo_trex_voxels_128,2.9781933,8.881593,5.2875000000000005,0.14894973,2.9802
dvgo_trex_voxels_64,1.3077166,1.727409,2.4517,0.22994672,1.3143094
instantNGP_chair_HM_16,4.9996896,25.013012,8.6438,0.056172803,5.001301
instantNGP_chair_gRes_8,4.0878534,16.759563,6.439999999999999,0.14597207,4.0938444
instantNGP_hotdog_HM_16,5.062507,25.692638,8.589799999999999,0.06429234,5.0687904
instantNGP_hotdog_gRes_8,4.0224996,16.205692,6.849999999999999,0.11293211,4.0256295
instantNGP_materials_HM_16,3.7518835,14.096333,6.472300000000001,0.12037512,3.7545083
instantNGP_materials_gRes_8,2.362842,5.5968614,5.149999999999999,0.11573616,2.3657687
instantNGP_mic_HM_16,3.5918615,12.916465,7.400000000000001,0.044771846,3.5939484
instantNGP_mic_gRes_8,2.8965538,8.447977,5.843800000000001,0.10460907,2.9065404
plenoxel_chair_SH_dim_1,4.197339,17.644361,7.245800000000002,0.09757404,4.200519
plenoxel_chair_default,4.618994,21.372774,8.0612,0.07020637,4.62307
plenoxel_fortress_SH_1,3.2029388,10.41776,5.8813,0.12329822,3.2276554
plenoxel_fortress_default,4.502406,20.470482,7.4875,0.101978414,4.5244317
plenoxel_horns_SH_1,4.5073113,20.634087,7.4187,0.107101366,4.5424757
plenoxel_horns_default,4.7280564,22.669245,7.9286,0.087003395,4.761223
plenoxel_hotdog_SH_dim_1,3.6605463,13.49896,6.906999999999998,0.08381231,3.674093
plenoxel_hotdog_default,4.655428,21.78817,8.2094,0.06243796,4.66778
plenoxel_materials_SH_dim_1,2.1463227,4.6565385,4.1036,0.17341787,2.1579015
plenoxel_materials_default,3.2871833,10.956411,6.1628,0.10958777,3.3100471
plenoxel_mic_SH_dim_1,2.089712,4.429055,4.862499999999999,0.116734944,2.104532
plenoxel_mic_default,3.0202634,9.213763,6.7438,0.05065217,3.035418
plenoxel_room_SH_1,1.5588174,2.6099558,4.2,0.12588236,1.6155357
plenoxel_room_default,2.3750741,5.7876525,5.5125,0.09139046,2.405754
plenoxel_trex_SH_1,3.6795003,13.576343,6.441900000000002,0.11745703,3.684609
plenoxel_trex_default,3.815646,14.609529,6.814,0.10105676,3.8222413
tensorf_chair_CP_SH_32,3.4647741,12.071953,5.162500000000001,0.1914583,3.4744716
tensorf_chair_VM,5.562604,30.972393,9.4122,0.041890286,5.5652847
tensorf_fortress_VM_MLP,4.852881,23.603455,8.131299999999998,0.08159056,4.858339
tensorf_fortress_VM_SH_16,4.6547966,21.76391,7.748,0.094464175,4.6651807
tensorf_horns_VM_MLP,5.638929,31.912624,9.1861,0.06291066,5.649126
tensorf_horns_VM_SH_16,5.236355,27.562342,8.4147,0.088546336,5.2499847
tensorf_hotdog_CP_SH_32,2.140698,4.8309526,3.953499999999999,0.18345977,2.1979427
tensorf_hotdog_VM,5.15753,26.7127,8.813999999999998,0.05531374,5.168433
tensorf_materials_CP_SH_32,2.8757865,8.299721,4.281300000000001,0.2117688,2.8809235
tensorf_materials_VM,3.5486236,12.685526,6.4187,0.10997283,3.5616746
tensorf_mic_CP_SH_32,3.328839,11.146621,5.162500000000001,0.18200997,3.3386555
tensorf_mic_VM,4.1725407,17.528858,7.931299999999998,0.048204,4.186748
tensorf_room_VM_MLP,2.7652829,7.7834306,6.1162,0.076551504,2.78988
tensorf_room_VM_SH_16,2.2220306,5.069557,5.154899999999999,0.105608344,2.2515676
tensorf_trex_VM_MLP,5.707939,32.591785,9.186099999999998,0.0677073,5.7089214
tensorf_trex_VM_SH_16,3.7622821,14.180015,6.6905,0.10593166,3.765636
