video_id,loss,mse,mos,pred_score,rmse
dvgo_chair_C-F_51k_102k,0.49416107,0.2754944,4.4889,3.994739,0.5248756
dvgo_chair_F_2048k,3.5197537,12.400957,8.211799999999998,4.6920457,3.5214992
dvgo_fortress_voxels_128,1.7068349,2.91979,5.2875000000000005,3.5806646,1.7087393
dvgo_fortress_voxels_64,1.0082743,1.1112254,2.4517,1.4434257,1.0541468
dvgo_horns_voxels_128,2.3492706,5.557992,6.4048,4.055529,2.3575394
dvgo_horns_voxels_64,0.9183425,0.89345413,3.5349,2.6165576,0.945227
dvgo_hotdog_C-F_51k_102k,0.78179246,0.7096145,4.818199999999999,4.036408,0.8423862
dvgo_hotdog_F_2048k,3.2910814,10.872156,7.923100000000001,4.6320186,3.2972953
dvgo_materials_C-F_51k_102k,0.99068564,1.1459447,2.2821,3.2727857,1.0704881
dvgo_materials_F_2048k,0.78387725,0.6757693,5.095300000000001,4.311423,0.8220519
dvgo_mic_C-F_51k_102k,0.55061656,0.40003195,3.0138,3.5610938,0.6324808
dvgo_mic_F_2048k,2.1332333,4.570596,6.6646,4.5313663,2.1378953
dvgo_room_voxels_128,1.050057,1.1392287,5.0625,4.012443,1.0673466
dvgo_room_voxels_64,0.26907635,0.12442728,2.72,2.5475883,0.35274252
dvgo_trex_voxels_128,1.1995012,1.4644144,5.2875000000000005,4.087999,1.2101299
dvgo_trex_voxels_64,0.41698807,0.19408132,2.4517,2.868688,0.4405466
instantNGP_chair_HM_16,4.022708,16.216825,8.6438,4.621092,4.027012
instantNGP_chair_gRes_8,2.078091,4.3504634,6.439999999999999,4.3619094,2.0857763
instantNGP_hotdog_HM_16,3.909975,15.299151,8.589799999999999,4.679825,3.911413
instantNGP_hotdog_gRes_8,2.425155,5.919502,6.849999999999999,4.4248447,2.4330027
instantNGP_materials_HM_16,2.1644983,4.7066016,6.472300000000001,4.3078017,2.1694703
instantNGP_materials_gRes_8,1.0034393,1.032984,5.149999999999999,4.1465607,1.0163583
instantNGP_mic_HM_16,2.7496455,7.5737453,7.400000000000001,4.650355,2.7520437
instantNGP_mic_gRes_8,1.6003108,2.638083,5.843800000000001,4.2434893,1.6242176
plenoxel_chair_SH_dim_1,2.9457793,8.749721,7.245800000000002,4.3000207,2.9579926
plenoxel_chair_default,3.386803,11.523151,8.0612,4.6743975,3.3945768
plenoxel_fortress_SH_1,1.9955496,4.008129,5.8813,3.88575,2.0020313
plenoxel_fortress_default,2.9469306,8.691471,7.4875,4.54057,2.9481301
plenoxel_horns_SH_1,3.0813384,9.613531,7.4187,4.3373613,3.1005695
plenoxel_horns_default,3.3621604,11.373034,7.9286,4.566439,3.372393
plenoxel_hotdog_SH_dim_1,2.6636138,7.201333,6.906999999999998,4.2433863,2.6835299
plenoxel_hotdog_default,3.637259,13.314522,8.2094,4.5721416,3.648907
plenoxel_materials_SH_dim_1,0.57629263,0.40473068,4.1036,3.5275445,0.63618445
plenoxel_materials_default,1.7544544,3.1469715,6.1628,4.4083457,1.7739705
plenoxel_mic_SH_dim_1,0.72739756,0.5747367,4.862499999999999,4.1351027,0.7581139
plenoxel_mic_default,2.1531591,4.6723766,6.7438,4.590641,2.1615682
plenoxel_room_SH_1,0.4310821,0.30536962,4.2,3.835969,0.5526026
plenoxel_room_default,1.276814,1.7428747,5.5125,4.235686,1.3201798
plenoxel_trex_SH_1,2.1177502,4.515843,6.441900000000002,4.3241496,2.1250513
plenoxel_trex_default,2.2729247,5.190026,6.814,4.541075,2.2781627
tensorf_chair_CP_SH_32,1.2860101,1.8002483,5.162500000000001,3.8764899,1.3417333
tensorf_chair_VM,4.6960735,22.059649,9.4122,4.716127,4.69677
tensorf_fortress_VM_MLP,3.541748,12.546559,8.131299999999998,4.589552,3.5421124
tensorf_fortress_VM_SH_16,3.3027112,10.920852,7.748,4.445289,3.3046713
tensorf_horns_VM_MLP,4.5279584,20.51324,9.1861,4.6581416,4.5291543
tensorf_horns_VM_SH_16,3.9000502,15.234339,8.4147,4.5146494,3.903119
tensorf_hotdog_CP_SH_32,0.58660436,0.44502068,3.953499999999999,3.370078,0.6670987
tensorf_hotdog_VM,4.1587787,17.333576,8.813999999999998,4.6552215,4.163361
tensorf_materials_CP_SH_32,0.69181794,0.52397853,4.281300000000001,3.589482,0.7238636
tensorf_materials_VM,1.9986432,4.026927,6.4187,4.4200573,2.0067205
tensorf_mic_CP_SH_32,1.2182322,1.5705703,5.162500000000001,3.9442675,1.253224
tensorf_mic_VM,3.3525028,11.256309,7.931299999999998,4.578798,3.3550422
tensorf_room_VM_MLP,1.7327932,3.0986073,6.1162,4.3834066,1.7602861
tensorf_room_VM_SH_16,0.97886306,1.0969768,5.154899999999999,4.176037,1.0473666
tensorf_trex_VM_MLP,4.703301,22.132067,9.186099999999998,4.482799,4.704473
tensorf_trex_VM_SH_16,2.560814,6.590004,6.6905,4.129686,2.5671003
