video_id,loss,mse,mos,pred_score,rmse
dvgo_chair_C-F_51k_102k,1.5296458,2.4338207,4.4889,2.9592545,1.5600708
dvgo_chair_F_2048k,3.8999598,15.250132,8.211799999999998,4.31184,3.9051416
dvgo_fortress_voxels_128,2.4639204,6.161937,5.2875000000000005,2.8235798,2.482325
dvgo_fortress_voxels_64,1.3218619,1.802496,2.4517,1.129838,1.3425707
dvgo_horns_voxels_128,3.4272385,11.795381,6.4048,2.9775615,3.4344404
dvgo_horns_voxels_64,2.0867553,4.383319,3.5349,1.4481447,2.0936377
dvgo_hotdog_C-F_51k_102k,1.8279214,3.408815,4.818199999999999,2.9902787,1.8462976
dvgo_hotdog_F_2048k,3.7878954,14.429107,7.923100000000001,4.1352043,3.7985663
dvgo_materials_C-F_51k_102k,0.48099276,0.3579489,2.2821,2.6338553,0.5982883
dvgo_materials_F_2048k,1.2524065,1.6969904,5.095300000000001,3.8428936,1.3026859
dvgo_mic_C-F_51k_102k,0.27344638,0.102571756,3.0138,3.0829077,0.32026824
dvgo_mic_F_2048k,2.3440387,5.5384364,6.6646,4.3205614,2.3533883
dvgo_room_voxels_128,1.8382411,3.406104,5.0625,3.2242591,1.8455634
dvgo_room_voxels_64,0.80508137,0.750582,2.72,1.9149185,0.8663613
dvgo_trex_voxels_128,2.1907086,4.819224,5.2875000000000005,3.0967915,2.1952732
dvgo_trex_voxels_64,0.76982564,0.61584485,2.4517,1.6818743,0.78475785
instantNGP_chair_HM_16,4.288389,18.430704,8.6438,4.3554106,4.2930994
instantNGP_chair_gRes_8,2.8462503,8.161103,6.439999999999999,3.5937498,2.8567646
instantNGP_hotdog_HM_16,4.341528,18.900854,8.589799999999999,4.248272,4.3475113
instantNGP_hotdog_gRes_8,3.4003124,11.622932,6.849999999999999,3.4496877,3.4092422
instantNGP_materials_HM_16,2.691781,7.300609,6.472300000000001,3.780519,2.701964
instantNGP_materials_gRes_8,1.6807487,2.8913617,5.149999999999999,3.4692512,1.7004005
instantNGP_mic_HM_16,2.8413284,8.080341,7.400000000000001,4.5586715,2.8425941
instantNGP_mic_gRes_8,1.9382913,3.848307,5.843800000000001,3.9055088,1.9617102
plenoxel_chair_SH_dim_1,3.3681824,11.463135,7.245800000000002,3.8776176,3.3857253
plenoxel_chair_default,3.6582313,13.464799,8.0612,4.402969,3.6694412
plenoxel_fortress_SH_1,2.4177706,5.966847,5.8813,3.4635293,2.442713
plenoxel_fortress_default,3.617244,13.285222,7.4875,3.8702564,3.6448898
plenoxel_horns_SH_1,3.8068771,14.707108,7.4187,3.611823,3.8349848
plenoxel_horns_default,4.029274,16.401798,7.9286,3.8993258,4.0499134
plenoxel_hotdog_SH_dim_1,3.086358,9.65528,6.906999999999998,3.820642,3.1072946
plenoxel_hotdog_default,3.9442902,15.6745825,8.2094,4.26511,3.9591138
plenoxel_materials_SH_dim_1,1.2245057,1.6126015,4.1036,2.8790941,1.2698824
plenoxel_materials_default,2.1331434,4.679269,6.1628,4.0296564,2.1631618
plenoxel_mic_SH_dim_1,1.1254437,1.3125634,4.862499999999999,3.7370565,1.1456716
plenoxel_mic_default,2.313674,5.4187818,6.7438,4.430126,2.3278277
plenoxel_room_SH_1,1.1781827,1.5893053,4.2,3.0218172,1.2606765
plenoxel_room_default,1.9180079,3.797631,5.5125,3.594492,1.9487511
plenoxel_trex_SH_1,3.1095948,9.70166,6.441900000000002,3.3323052,3.1147487
plenoxel_trex_default,3.1694376,10.091767,6.814,3.6445622,3.1767542
tensorf_chair_CP_SH_32,1.9545523,4.0105133,5.162500000000001,3.2079477,2.0026267
tensorf_chair_VM,4.934535,24.371836,9.4122,4.477665,4.936784
tensorf_fortress_VM_MLP,4.017035,16.182272,8.131299999999998,4.114265,4.0227194
tensorf_fortress_VM_SH_16,3.8123186,14.605203,7.748,3.935682,3.8216753
tensorf_horns_VM_MLP,4.897438,24.024261,9.1861,4.288662,4.901455
tensorf_horns_VM_SH_16,4.3372025,18.871634,8.4147,4.077497,4.344149
tensorf_hotdog_CP_SH_32,1.3110548,1.8159469,3.953499999999999,2.642445,1.3475708
tensorf_hotdog_VM,4.434842,19.742098,8.813999999999998,4.3791585,4.443208
tensorf_materials_CP_SH_32,1.5771953,2.5883777,4.281300000000001,2.7041047,1.6088436
tensorf_materials_VM,2.4766996,6.2187586,6.4187,3.9420006,2.493744
tensorf_mic_CP_SH_32,1.6899017,2.9838,5.162500000000001,3.4725983,1.7273679
tensorf_mic_VM,3.473016,12.127022,7.931299999999998,4.4582844,3.4823873
tensorf_room_VM_MLP,2.206695,5.0178876,6.1162,3.909505,2.2400641
tensorf_room_VM_SH_16,1.60825,2.7456753,5.154899999999999,3.54665,1.6570079
tensorf_trex_VM_MLP,5.2702446,27.801167,9.186099999999998,3.9158556,5.272681
tensorf_trex_VM_SH_16,3.3451467,11.260331,6.6905,3.3453534,3.3556416
