video_id,loss,mse,mos,pred_score,rmse
dvgo_chair_C-F_51k_102k,0.952921,0.93029624,4.4889,0.06618374,0.96451867
dvgo_chair_F_2048k,4.047922,16.396564,8.211799999999998,0.021490159,4.0492673
dvgo_fortress_voxels_128,2.0009766,4.016865,5.2875000000000005,0.08393991,2.0042117
dvgo_fortress_voxels_64,0.75749093,0.6156047,2.4517,0.19728024,0.7846048
dvgo_horns_voxels_128,2.6945744,7.285891,6.4048,0.05378093,2.699239
dvgo_horns_voxels_64,1.0261649,1.0828593,3.5349,0.13930258,1.0406052
dvgo_hotdog_C-F_51k_102k,1.2591931,1.6608838,4.818199999999999,0.06454462,1.2887528
dvgo_hotdog_F_2048k,3.8498566,14.879451,7.923100000000001,0.027941467,3.8573892
dvgo_materials_C-F_51k_102k,0.46840653,0.34007278,2.2821,0.12817752,0.5831576
dvgo_materials_F_2048k,1.4058989,2.0474668,5.095300000000001,0.055263206,1.4308972
dvgo_mic_C-F_51k_102k,0.27509323,0.11036325,3.0138,0.090401344,0.33220965
dvgo_mic_F_2048k,2.6773396,7.1943793,6.6646,0.034061708,2.682234
dvgo_room_voxels_128,1.6556007,2.7955544,5.0625,0.07537159,1.6719911
dvgo_room_voxels_64,0.49110934,0.31539497,2.72,0.15922181,0.5616004
dvgo_trex_voxels_128,1.7250398,2.9952903,5.2875000000000005,0.064298846,1.7306907
dvgo_trex_voxels_64,0.1243999,0.019530272,2.4517,0.13661142,0.13975075
instantNGP_chair_HM_16,4.5535936,20.769394,8.6438,0.026734091,4.557345
instantNGP_chair_gRes_8,2.5855677,6.7140813,6.439999999999999,0.043516368,2.5911543
instantNGP_hotdog_HM_16,4.459739,19.901552,8.589799999999999,0.023897229,4.4611154
instantNGP_hotdog_gRes_8,2.9420571,8.677547,6.849999999999999,0.039707523,2.9457676
instantNGP_materials_HM_16,2.7788897,7.7399416,6.472300000000001,0.054977838,2.7820752
instantNGP_materials_gRes_8,1.6070997,2.6134827,5.149999999999999,0.06569108,1.616627
instantNGP_mic_HM_16,3.2399347,10.504448,7.400000000000001,0.021761492,3.2410567
instantNGP_mic_gRes_8,2.069243,4.3443003,5.843800000000001,0.049201835,2.0842986
plenoxel_chair_SH_dim_1,3.5301118,12.55383,7.245800000000002,0.053392116,3.5431385
plenoxel_chair_default,3.8955545,15.21917,8.0612,0.021364314,3.9011755
plenoxel_fortress_SH_1,2.4177535,5.8689656,5.8813,0.07133946,2.4225948
plenoxel_fortress_default,3.403311,11.594487,7.4875,0.027162353,3.405068
plenoxel_horns_SH_1,3.49475,12.29514,7.4187,0.038568117,3.5064428
plenoxel_horns_default,3.819639,14.6315155,7.9286,0.025399126,3.8251164
plenoxel_hotdog_SH_dim_1,3.2295508,10.569006,6.906999999999998,0.05611394,3.251001
plenoxel_hotdog_default,4.193536,17.689585,8.2094,0.03202569,4.205899
plenoxel_materials_SH_dim_1,1.2875228,1.7386533,4.1036,0.11742608,1.31858
plenoxel_materials_default,2.3550696,5.6355,6.1628,0.0468406,2.3739207
plenoxel_mic_SH_dim_1,1.4445628,2.138993,4.862499999999999,0.074585915,1.4625297
plenoxel_mic_default,2.7222462,7.4658227,6.7438,0.0316207,2.7323658
plenoxel_room_SH_1,0.9652439,1.1015469,4.2,0.0876247,1.049546
plenoxel_room_default,1.8138126,3.3883088,5.5125,0.054602236,1.8407359
plenoxel_trex_SH_1,2.6410522,7.002991,6.441900000000002,0.047330517,2.6463165
plenoxel_trex_default,2.8052216,7.891963,6.814,0.032530036,2.8092637
tensorf_chair_CP_SH_32,1.9487137,3.9289575,5.162500000000001,0.08911731,1.9821599
tensorf_chair_VM,5.2091937,27.140137,9.4122,0.018704996,5.2096195
tensorf_fortress_VM_MLP,4.0459285,16.372564,8.131299999999998,0.027078202,4.0463023
tensorf_fortress_VM_SH_16,3.8025372,14.467494,7.748,0.037036836,3.8036158
tensorf_horns_VM_MLP,5.0291214,25.309208,9.1861,0.021981247,5.0308256
tensorf_horns_VM_SH_16,4.3853683,19.265007,8.4147,0.031067118,4.389192
tensorf_hotdog_CP_SH_32,1.1499501,1.4458743,3.953499999999999,0.118317775,1.2024451
tensorf_hotdog_VM,4.7157173,22.289946,8.813999999999998,0.026159186,4.721223
tensorf_materials_CP_SH_32,1.403103,2.0120566,4.281300000000001,0.113004416,1.4184698
tensorf_materials_VM,2.5936508,6.7574897,6.4187,0.045607828,2.599517
tensorf_mic_CP_SH_32,1.8338159,3.4690125,5.162500000000001,0.08093893,1.8625286
tensorf_mic_VM,3.8520937,14.8657055,7.931299999999998,0.027517028,3.855607
tensorf_room_VM_MLP,2.3626847,5.71205,6.1162,0.05069959,2.3899896
tensorf_room_VM_SH_16,1.587822,2.680542,5.154899999999999,0.063970126,1.6372361
tensorf_trex_VM_MLP,5.2089453,27.150486,9.186099999999998,0.034781013,5.210613
tensorf_trex_VM_SH_16,3.0408223,9.280318,6.6905,0.058090754,3.0463614
