video_id,loss,mse,mos,pred_score,rmse
dvgo_chair_C-F_51k_102k,0.46076733,0.23374435,4.4889,4.028133,0.48347116
dvgo_chair_F_2048k,3.5537367,12.640088,8.211799999999998,4.658063,3.5552902
dvgo_fortress_voxels_128,1.6041876,2.5845368,5.2875000000000005,3.6833122,1.6076494
dvgo_fortress_voxels_64,0.52345043,0.3207216,2.4517,1.9282495,0.56632286
dvgo_horns_voxels_128,2.266423,5.1675067,6.4048,4.138377,2.273215
dvgo_horns_voxels_64,0.7032538,0.5272811,3.5349,2.8316462,0.7261412
dvgo_hotdog_C-F_51k_102k,0.7641591,0.6574922,4.818199999999999,4.054041,0.81085896
dvgo_hotdog_F_2048k,3.3403547,11.210886,7.923100000000001,4.5827456,3.3482661
dvgo_materials_C-F_51k_102k,0.88260406,0.97561944,2.2821,3.1640613,0.9877345
dvgo_materials_F_2048k,0.89847773,0.87906176,5.095300000000001,4.1968226,0.9375829
dvgo_mic_C-F_51k_102k,0.7014654,0.57543427,3.0138,3.7152655,0.75857383
dvgo_mic_F_2048k,2.1623588,4.701685,6.6646,4.502241,2.1683369
dvgo_room_voxels_128,1.2270352,1.5639383,5.0625,3.8354647,1.2505752
dvgo_room_voxels_64,0.19881022,0.08991549,2.72,2.5975287,0.2998591
dvgo_trex_voxels_128,1.3157883,1.755811,5.2875000000000005,3.9717114,1.3250701
dvgo_trex_voxels_64,0.45355526,0.21607384,2.4517,2.9052556,0.46483743
instantNGP_chair_HM_16,4.0703826,16.60629,8.6438,4.573417,4.075082
instantNGP_chair_gRes_8,2.100953,4.445021,6.439999999999999,4.339047,2.108322
instantNGP_hotdog_HM_16,3.9568417,15.668471,8.589799999999999,4.6329584,3.958342
instantNGP_hotdog_gRes_8,2.442594,5.986515,6.849999999999999,4.407406,2.4467356
instantNGP_materials_HM_16,2.2715995,5.179175,6.472300000000001,4.2007008,2.27578
instantNGP_materials_gRes_8,1.0857623,1.2105724,5.149999999999999,4.0642376,1.1002601
instantNGP_mic_HM_16,2.7247753,7.430232,7.400000000000001,4.675225,2.725845
instantNGP_mic_gRes_8,1.5573065,2.4909797,5.843800000000001,4.2864933,1.5782838
plenoxel_chair_SH_dim_1,3.0459428,9.377756,7.245800000000002,4.1998577,3.0623121
plenoxel_chair_default,3.4019926,11.619049,8.0612,4.6592073,3.4086726
plenoxel_fortress_SH_1,1.9865981,3.9745166,5.8813,3.894702,1.993619
plenoxel_fortress_default,2.9346383,8.626342,7.4875,4.5528617,2.9370635
plenoxel_horns_SH_1,3.0506392,9.408634,7.4187,4.368061,3.0673497
plenoxel_horns_default,3.3575768,11.325619,7.9286,4.571023,3.3653557
plenoxel_hotdog_SH_dim_1,2.7216055,7.5335865,6.906999999999998,4.185395,2.7447379
plenoxel_hotdog_default,3.6835241,13.662803,8.2094,4.525876,3.696323
plenoxel_materials_SH_dim_1,0.77080655,0.67818093,4.1036,3.3327935,0.82351744
plenoxel_materials_default,1.8439707,3.4899714,6.1628,4.3188295,1.8681465
plenoxel_mic_SH_dim_1,0.9214387,0.901331,4.862499999999999,3.9410615,0.94938457
plenoxel_mic_default,2.2106743,4.9416413,6.7438,4.533126,2.2229803
plenoxel_room_SH_1,0.541025,0.45745718,4.2,3.6691544,0.67635584
plenoxel_room_default,1.3621444,1.9666575,5.5125,4.150356,1.4023757
plenoxel_trex_SH_1,2.2341735,5.0281634,6.441900000000002,4.2077265,2.2423568
plenoxel_trex_default,2.362412,5.611036,6.814,4.4515886,2.3687625
tensorf_chair_CP_SH_32,1.463652,2.2695963,5.162500000000001,3.698848,1.506518
tensorf_chair_VM,4.7332215,22.408213,9.4122,4.678978,4.7337313
tensorf_fortress_VM_MLP,3.565302,12.715056,8.131299999999998,4.565998,3.5658178
tensorf_fortress_VM_SH_16,3.3384094,11.156774,7.748,4.4095907,3.3401756
tensorf_horns_VM_MLP,4.5554466,20.77097,9.1861,4.6306534,4.557518
tensorf_horns_VM_SH_16,3.9240136,15.439148,8.4147,4.490686,3.9292681
tensorf_hotdog_CP_SH_32,0.65869874,0.5378059,3.953499999999999,3.2948012,0.73335254
tensorf_hotdog_VM,4.2099504,17.771378,8.813999999999998,4.60405,4.215611
tensorf_materials_CP_SH_32,0.89236754,0.8434259,4.281300000000001,3.3889325,0.9183822
tensorf_materials_VM,2.084711,4.3775716,6.4187,4.333989,2.0922647
tensorf_mic_CP_SH_32,1.3352591,1.8966559,5.162500000000001,3.827241,1.3771913
tensorf_mic_VM,3.3614318,11.326829,7.931299999999998,4.569868,3.3655355
tensorf_room_VM_MLP,1.9046593,3.7701378,6.1162,4.2115407,1.9416842
tensorf_room_VM_SH_16,1.1508361,1.5082612,5.154899999999999,4.004064,1.2281128
tensorf_trex_VM_MLP,4.783435,22.905716,9.186099999999998,4.402665,4.7859917
tensorf_trex_VM_SH_16,2.653214,7.0828443,6.6905,4.0372853,2.6613615
